T,pci,rci
67971,0.01,2.32
68115,0.00,0.00
68319,0.00,0.00
68476,0.00,0.00
68644,0.00,0.00
68799,0.00,0.00
68938,0.00,0.00
69099,0.00,0.00
69236,0.00,0.00
69364,0.00,0.00
69497,0.00,0.00
69627,0.00,0.00
69761,0.00,0.00
69889,0.00,0.00
70023,0.00,0.00
70157,0.00,0.00
70289,0.00,0.00
70417,0.00,0.00
70551,0.00,0.00
70689,0.00,0.00
70817,0.00,0.00
70951,0.00,0.00
71080,0.00,0.00
71217,0.00,0.00
71348,0.00,0.00
71477,0.00,0.00
71611,0.00,0.00
71742,0.00,0.00
71874,0.00,0.00
72008,0.00,0.00
72142,0.00,0.00
72270,0.00,0.00
72404,0.00,0.00
72541,0.00,0.00
72670,0.00,0.00
72801,0.00,0.00
72938,0.00,0.00
73081,0.00,0.00
73221,0.00,0.00
73359,0.00,0.00
73487,0.00,0.00
73621,0.00,0.00
73754,0.00,0.00
73886,0.00,0.00
74017,0.00,0.00
74151,0.00,0.00
74280,0.00,0.00
74414,0.00,0.00
74551,0.00,0.00
74677,0.00,0.00
74811,0.00,0.00
74945,0.00,0.00
75078,0.00,0.00
75208,0.00,0.00
75338,0.00,0.00
75477,0.00,0.00
75608,0.00,0.00
75755,0.00,0.00
75894,0.00,0.00
76032,0.00,0.00
76166,0.00,0.00
76291,0.00,0.00
76425,0.00,0.00
76552,0.00,0.00
76685,0.00,0.00
76815,0.00,0.00
76949,0.00,0.00
77084,0.00,0.00
77218,0.00,0.00
77350,0.00,0.00
77502,0.00,0.00
77636,0.00,0.00
77766,0.00,0.00
77898,0.00,0.00
78032,0.00,0.00
78165,0.00,0.00
78304,0.00,0.00
78438,0.00,0.00
78571,0.00,0.00
78703,0.00,0.00
78834,0.00,0.00
78965,0.00,0.00
79097,0.00,0.00
79228,0.00,0.00
79362,0.00,0.00
79494,0.00,0.00
79625,0.00,0.00
79759,0.00,0.00
79888,0.00,0.00
80022,0.00,0.00
80156,7.95,-4.51
80293,10.22,-7.60
80494,11.04,-9.09
