T,yaw,pitch,roll
27847,0.41, -0.01, -0.03
27978,0.39, -0.01, -0.03
28115,0.35, -0.01, -0.03
28251,0.31, -0.01, -0.03
28382,0.28, -0.01, -0.03
28519,0.25, -0.01, -0.03
28663,0.21, -0.01, -0.03
28803,0.17, -0.01, -0.03
28939,0.13, -0.01, -0.03
29076,0.11, -0.01, -0.03
29223,0.07, -0.01, -0.03
29368,0.03, -0.01, -0.03
29519,-0.01, -0.01, -0.03
29655,-0.04, -0.01, -0.03
29793,-0.08, -0.00, -0.03
29939,-0.12, -0.00, -0.03
30083,-0.14, -0.00, -0.03
30226,-0.18, -0.00, -0.03
30362,-0.22, -0.00, -0.03
30513,-0.25, -0.00, -0.03
