T,L1,L2,L3
25116,571, 566, 591
25246,568, 564, 591
25377,570, 567, 593
25507,570, 566, 593
25637,569, 566, 593
25768,571, 563, 593
25898,574, 565, 595
26028,572, 563, 592
26159,573, 567, 592
26289,571, 565, 593
26420,570, 565, 594
26546,571, 566, 597
26683,572, 566, 594
26810,572, 565, 596
26944,573, 565, 597
27074,571, 563, 594
27200,570, 564, 593
27333,572, 567, 592
27468,574, 568, 590
27594,573, 567, 590
27725,575, 569, 592
27855,575, 568, 594
27985,572, 567, 593
28116,570, 564, 594
28246,571, 565, 595
28377,573, 567, 593
28507,572, 567, 595
28637,572, 567, 594
28768,573, 565, 594
28898,572, 566, 593
29028,571, 566, 593
29159,571, 564, 593
29289,572, 564, 594
29420,574, 566, 594
29550,572, 562, 594
29683,573, 562, 594
29814,572, 563, 594
29940,571, 563, 593
30078,572, 562, 596
30204,571, 563, 594
30337,569, 566, 592
30467,571, 567, 589
30598,572, 566, 590
30728,571, 566, 591
30859,564, 566, 592
30989,554, 566, 593
31119,561, 567, 594
31259,564, 566, 594
31518,568, 566, 599
31718,557, 565, 597
31888,562, 566, 593
32006,565, 566, 592
32127,574, 567, 591
32243,579, 568, 591
32364,584, 565, 591
32485,585, 564, 591
32605,585, 563, 592
32747,591, 560, 595
32883,594, 560, 597
33011,594, 562, 597
33142,589, 560, 599
33279,585, 560, 600
33406,587, 558, 598
33538,591, 560, 597
33674,591, 561, 594
33806,589, 560, 593
33934,589, 563, 594
34065,588, 560, 595
34202,588, 563, 597
34329,591, 565, 598
34461,593, 563, 594
34597,591, 565, 592
34729,591, 565, 594
34857,594, 565, 593
34988,593, 562, 594
35120,591, 561, 596
35252,590, 562, 593
35384,593, 564, 594
35516,591, 566, 590
35648,593, 564, 591
35780,593, 563, 589
35911,591, 557, 587
36043,586, 550, 584
36175,580, 550, 581
36307,579, 550, 579
36439,575, 550, 571
36571,570, 543, 565
36703,561, 538, 560
36834,555, 535, 553
36966,548, 527, 544
37098,545, 524, 536
37230,542, 522, 530
37361,539, 519, 526
37507,533, 510, 519
37639,528, 504, 512
37771,520, 498, 507
37903,512, 489, 498
38034,503, 475, 488
38166,490, 463, 479
38308,483, 446, 468
38440,473, 435, 459
38579,457, 418, 452
38709,448, 407, 441
38841,440, 396, 430
38973,430, 387, 421
39105,421, 373, 408
39237,408, 361, 399
39369,392, 349, 387
39500,381, 326, 374
39632,365, 308, 355
39764,348, 287, 338
39896,322, 269, 319
40028,302, 249, 295
40160,286, 230, 279
40292,267, 212, 262
40424,252, 192, 246
40555,237, 180, 229
40690,217, 164, 216
40825,200, 137, 194
40953,184, 115, 177
41095,161, 89, 157
41227,144, 72, 144
41363,129, 57, 131
41490,115, 41, 118
41626,106, 33, 104
41753,95, 0, 95
41904,76, 0, 88
42036,55, 0, 82
42170,0, 0, 77
42304,0, 0, 66
42433,0, 0, 46
42564,0, 0, 36
42701,0, 0, 31
42838,0, 0, 9
42969,0, 0, 17
43113,0, 0, 23
43247,0, 0, 25
43379,0, 0, 25
43507,0, 0, 25
43637,0, 0, 25
43773,0, 0, 25
43897,0, 0, 27
44026,0, 0, 27
44163,0, 0, 29
44297,0, 0, 28
44433,0, 0, 27
44583,0, 5, 25
44717,0, 0, 25
44851,0, 0, 25
44980,0, 0, 0
45114,0, 0, 9
45245,0, 0, 0
45380,0, 0, 0
45514,0, 0, 0
45648,0, 0, 0
45777,0, 0, 12
45905,0, 0, 18
