T,L1,L2,L3
31781,361, 353, 361
31913,360, 353, 361
32045,358, 354, 361
32176,360, 354, 361
32311,360, 353, 363
32442,359, 355, 363
32574,359, 356, 362
32705,360, 355, 360
32837,359, 354, 361
32969,360, 353, 359
33100,359, 352, 359
33232,360, 353, 359
33363,359, 354, 360
33505,361, 353, 360
33636,363, 349, 363
33768,364, 350, 364
33899,363, 351, 365
34031,365, 350, 366
34166,368, 347, 373
34297,369, 346, 377
34429,367, 347, 376
34560,365, 349, 373
34692,364, 350, 370
34823,365, 350, 369
34955,363, 351, 370
35086,365, 351, 370
35218,364, 352, 371
35349,365, 350, 373
35484,367, 348, 377
35616,366, 348, 377
35747,367, 348, 377
35882,366, 348, 375
36018,368, 348, 375
36145,368, 348, 378
36276,367, 348, 377
36408,366, 348, 376
36539,366, 348, 373
36674,365, 351, 371
36805,362, 352, 370
36937,361, 352, 368
37068,363, 352, 366
37200,362, 354, 364
37331,361, 353, 362
37463,362, 354, 362
37594,363, 354, 364
37725,362, 353, 364
37868,363, 353, 365
37999,362, 352, 367
38131,360, 349, 367
38258,355, 343, 362
38390,350, 333, 354
38529,342, 322, 342
38663,334, 317, 334
38795,324, 315, 328
38926,317, 311, 322
39058,312, 304, 312
39189,307, 299, 305
39317,301, 296, 299
39445,289, 285, 294
39580,277, 271, 284
39712,266, 255, 273
39839,259, 244, 261
39971,253, 240, 251
40102,246, 233, 246
40234,235, 224, 239
40365,229, 215, 227
40500,222, 209, 219
40631,214, 200, 212
40763,202, 187, 206
40894,190, 176, 193
41026,176, 164, 181
41157,165, 148, 169
41289,151, 134, 154
41420,138, 121, 142
41552,123, 112, 130
41686,118, 105, 120
41821,113, 102, 117
41952,108, 99, 112
42084,105, 97, 108
42215,104, 94, 106
42347,104, 94, 104
42478,104, 94, 104
42606,103, 94, 104
42737,103, 94, 103
42869,103, 93, 103
43000,102, 94, 103
43137,102, 95, 104
43369,100, 96, 104
43601,101, 95, 103
43800,100, 95, 103
43921,101, 94, 103
44053,100, 91, 105
44184,97, 88, 106
44316,94, 84, 106
44450,90, 80, 104
44582,83, 74, 100
44713,77, 67, 93
44845,72, 60, 88
44982,64, 55, 82
45114,61, 50, 78
45245,59, 46, 75
45376,57, 41, 71
45511,53, 36, 69
45645,49, 34, 65
45777,45, 31, 63
45922,41, 29, 61
46054,38, 27, 56
46184,34, 0, 53
46323,0, 0, 47
46457,0, 0, 39
46591,0, 0, 32
46729,0, 0, 28
46877,0, 0, 27
47008,0, 0, 27
47132,0, 0, 27
47280,0, 0, 27
47414,0, 0, 26
47546,0, 0, 26
47690,0, 0, 9
47827,0, 0, 0
47965,0, 0, 13
48090,0, 0, 0
48224,0, 0, 0
48362,0, 0, 13
48491,0, 0, 0
48625,0, 4, 13
48761,0, 0, 20
48898,0, 0, 25
49032,0, 0, 25
49166,0, 0, 5
49295,0, 0, 5
49432,0, 5, 16
49566,0, 5, 22
49695,0, 0, 25
49832,0, 5, 26
49966,0, 0, 25
50112,0, 0, 26
50246,0, 9, 26
50375,0, 0, 26
50506,0, 0, 25
50640,0, 0, 26
50774,0, 0, 25
50903,0, 0, 25
51037,0, 0, 25
51181,0, 0, 0
51313,0, 0, 15
51456,0, 4, 20
51595,0, 0, 23
51722,0, 0, 24
51861,0, 0, 24
51992,0, 0, 24
52124,0, 0, 25
52258,0, 0, 25
52389,0, 0, 26
52518,0, 5, 26
52641,0, 4, 26
52769,0, 0, 0
52901,0, 0, 12
53041,0, 0, 0
53180,0, 0, 5
53304,0, 0, 14
53432,0, 0, 20
53563,0, 4, 0
53692,0, 0, 0
53826,0, 0, 11
53960,0, 0, 4
54092,0, 0, 0
54236,0, 0, 4
54370,0, 0, 8
54502,0, 0, 17
54630,5, 0, 4
54764,0, 0, 14
54899,0, 0, 0
55033,0, 0, 0
55170,0, 0, 11
55302,0, 9, 18
