T,yaw,pitch,roll
21970,-1.01, -0.02, 0.05
22105,-1.03, -0.03, 0.05
22234,-1.05, -0.02, 0.03
22366,-1.04, -0.04, 0.04
22497,-1.04, -0.04, 0.05
22629,-1.05, -0.04, 0.05
22764,-1.07, -0.05, 0.06
22896,-1.09, -0.07, 0.08
23027,-1.09, -0.07, 0.09
23159,-1.08, -0.08, 0.07
23290,-1.04, -0.12, 0.05
23426,-0.99, -0.13, 0.05
23553,-0.93, -0.10, 0.08
23685,-0.90, -0.05, 0.10
23816,-0.90, 0.00, 0.07
23948,-0.91, 0.04, 0.01
24079,-0.93, 0.01, 0.02
24210,-0.97, -0.02, 0.04
24345,-1.06, -0.00, 0.03
24479,-1.14, 0.01, 0.05
24608,-1.17, 0.00, 0.04
24742,-1.18, -0.00, 0.04
24876,-1.19, 0.00, 0.04
25005,-1.19, -0.00, 0.03
25139,-1.19, -0.01, 0.03
25276,-1.19, -0.02, 0.03
25415,-1.21, -0.03, 0.02
25549,-1.21, -0.06, 0.02
25683,-1.22, -0.08, 0.01
25815,-1.22, -0.08, 0.00
25943,-1.23, -0.08, 0.00
26077,-1.24, -0.08, 0.00
26209,-1.25, -0.08, 0.00
26343,-1.25, -0.08, 0.00
26485,-1.26, -0.08, 0.00
26619,-1.27, -0.08, 0.00
26754,-1.28, -0.08, 0.00
26888,-1.29, -0.08, 0.01
27017,-1.30, -0.08, 0.01
27151,-1.31, -0.08, 0.01
27279,-1.31, -0.08, 0.01
27411,-1.32, -0.08, 0.01
27542,-1.33, -0.08, 0.01
27679,-1.34, -0.08, 0.01
27814,-1.35, -0.08, 0.01
27948,-1.36, -0.08, 0.01
28082,-1.37, -0.08, 0.01
28217,-1.37, -0.08, 0.01
28351,-1.38, -0.08, 0.01
28486,-1.39, -0.08, 0.01
28618,-1.40, -0.08, 0.01
28762,-1.41, -0.08, 0.01
28896,-1.42, -0.08, 0.01
29026,-1.42, -0.08, 0.01
29166,-1.43, -0.08, 0.01
29296,-1.44, -0.08, 0.01
29428,-1.45, -0.08, 0.01
29563,-1.46, -0.08, 0.01
29693,-1.47, -0.08, 0.01
29822,-1.47, -0.08, 0.01
29950,-1.48, -0.08, 0.01
30084,-1.49, -0.08, 0.01
30216,-1.50, -0.08, 0.01
30344,-1.51, -0.08, 0.01
30485,-1.52, -0.08, 0.01
30617,-1.52, -0.08, 0.01
30754,-1.53, -0.08, 0.01
30888,-1.54, -0.08, 0.01
31017,-1.55, -0.08, 0.01
31151,-1.56, -0.08, 0.01
31282,-1.57, -0.08, 0.01
31417,-1.57, -0.08, 0.01
31551,1.58, -0.08, 0.01
31685,-1.59, -0.08, 0.01
31814,-1.60, -0.08, 0.01
31948,-1.61, -0.08, 0.01
32082,-1.62, -0.08, 0.01
32214,-1.62, -0.08, 0.01
32348,-1.63, -0.08, 0.01
32499,-1.64, -0.08, 0.01
32637,-1.65, -0.08, 0.01
32771,-1.66, -0.09, 0.01
32906,-1.67, -0.08, 0.00
33035,-1.68, -0.09, 0.01
33169,-1.69, -0.08, 0.00
33303,-1.70, -0.08, 0.01
33432,-1.71, -0.08, 0.00
33566,-1.71, -0.08, 0.01
33694,-1.72, -0.08, 0.00
33823,-1.73, -0.08, 0.00
33963,-1.74, -0.08, 0.01
34097,-1.75, -0.08, 0.00
34229,-1.75, -0.08, 0.01
34371,-1.76, -0.08, 0.00
34502,-1.77, -0.08, 0.01
34626,-1.78, -0.08, 0.00
34768,-1.79, -0.08, 0.01
34902,-1.80, -0.08, 0.00
35034,-1.81, -0.08, 0.00
35165,-1.81, -0.08, 0.00
35296,-1.82, -0.08, 0.00
35431,-1.83, -0.08, 0.00
35562,-1.84, -0.08, 0.00
35696,-1.85, -0.08, 0.00
35825,-1.85, -0.08, 0.00
35959,-1.87, -0.08, 0.00
36086,-1.87, -0.08, 0.00
36210,-1.88, -0.08, 0.00
36343,-1.89, -0.08, 0.00
36471,-1.90, -0.08, 0.00
36625,-1.91, -0.08, 0.00
36760,-1.93, -0.08, 0.01
36891,-1.96, -0.05, 0.00
37040,-2.04, 0.05, 0.04
37163,-2.08, 0.13, -0.01
37294,-2.12, 0.03, -0.04
37443,-2.12, -0.11, -0.04
37574,-2.16, -0.20, 0.10
37706,-2.25, -0.38, 0.44
37845,-2.39, -0.44, 0.75
37988,-2.42, -0.49, 0.89
38136,-2.34, -0.46, 0.66
38279,-2.29, -0.31, 0.34
38429,-2.28, -0.20, 0.23
38571,-2.27, -0.01, 0.11
38706,-2.28, 0.00, 0.07
38848,-2.27, -0.06, 0.04
38994,-2.28, -0.03, 0.05
39141,-2.29, 0.04, 0.07
39272,-2.30, 0.04, 0.06
39426,-2.31, 0.02, 0.01
39560,-2.30, -0.01, 0.01
39696,-2.30, 0.01, 0.02
39838,-2.30, 0.03, 0.02
39972,-2.30, 0.03, 0.01
40120,-2.31, 0.01, 0.01
40251,-2.30, 0.02, 0.00
40387,-2.31, 0.05, 0.04
40523,-2.33, 0.04, 0.05
40654,-2.36, 0.02, 0.03
40796,-2.39, 0.00, 0.02
40950,-2.42, 0.02, 0.03
41094,-2.41, 0.02, 0.05
41245,-2.41, 0.01, 0.04
41376,-2.41, 0.00, 0.04
41511,-2.41, 0.01, 0.06
41645,-2.41, 0.01, 0.06
41784,-2.42, 0.01, 0.06
41917,-2.43, 0.01, 0.06
42048,-2.45, 0.00, 0.06
42194,-2.47, 0.00, 0.06
42328,-2.47, 0.01, 0.05
42472,-2.48, 0.01, 0.05
42628,-2.49, 0.01, 0.05
42768,-2.50, 0.01, 0.05
42896,-2.52, -0.01, 0.06
43030,-2.53, -0.04, 0.05
43169,-2.54, -0.06, 0.04
43300,-2.55, -0.14, 0.11
43431,-2.53, -0.33, 0.36
43582,-2.53, -0.43, 0.55
43721,-2.53, -0.41, 0.56
43872,-2.51, -0.41, 0.54
44006,-2.51, -0.45, 0.55
44149,-2.53, -0.41, 0.53
44292,-2.56, -0.36, 0.55
44440,-2.59, -0.42, 0.62
44583,-2.59, -0.44, 0.65
44734,-2.59, -0.41, 0.64
44873,-2.59, -0.40, 0.63
45019,-2.58, -0.42, 0.62
45219,-2.59, -0.42, 0.63
45415,-2.60, -0.40, 0.63
45614,-2.62, -0.41, 0.66
45809,-2.65, -0.28, 0.48
46040,-2.72, -0.08, 0.15
46242,-2.71, -0.05, 0.04
46436,-2.70, 0.00, 0.08
46670,-2.71, 0.06, 0.06
46865,-2.69, 0.04, -0.01
47056,-2.68, -0.02, 0.03
47230,-2.68, -0.04, 0.06
47416,-2.66, 0.01, 0.02
47620,-2.65, 0.06, -0.01
47774,-2.66, 0.07, 0.00
47909,-2.69, 0.04, 0.04
48044,-2.72, 0.00, 0.05
48179,-2.76, -0.02, 0.02
48311,-2.86, -0.05, 0.02
48443,-2.86, 0.02, 0.03
48575,-2.83, 0.02, 0.06
48707,-2.81, -0.06, 0.07
48840,-2.82, -0.05, 0.02
48975,-2.82, -0.01, -0.01
49121,-2.83, -0.02, 0.00
49257,-2.87, -0.04, 0.05
49391,-2.91, -0.06, 0.05
49526,-2.91, -0.06, 0.04
49658,-2.93, -0.01, 0.00
49794,-2.95, 0.06, -0.01
49925,-2.96, 0.08, 0.01
50067,-2.97, 0.12, -0.03
50202,-3.00, 0.09, -0.03
50342,-3.03, 0.10, -0.01
50471,-3.04, 0.11, 0.01
50609,-3.05, 0.08, 0.02
50741,-3.05, 0.04, -0.01
50873,-3.05, 0.02, -0.02
51008,-3.06, 0.01, 0.01
51140,-3.07, -0.01, 0.06
51275,-3.08, -0.03, 0.05
51407,-3.07, -0.05, 0.02
51539,-3.06, -0.06, -0.01
51675,-3.06, -0.04, -0.01
51813,-3.07, 0.01, 0.02
51947,-3.10, 0.03, 0.02
52078,-3.11, -0.00, -0.02
52213,-3.12, -0.07, -0.07
52359,3.14, -0.06, -0.03
52501,3.11, -0.09, 0.04
52639,3.10, -0.16, 0.04
52771,3.10, -0.16, 0.01
52903,3.10, -0.05, 0.03
53035,3.11, 0.01, 0.06
53167,3.13, -0.01, 0.03
53299,-3.13, -0.07, -0.01
53432,-3.12, -0.07, 0.01
53578,-3.13, -0.03, 0.04
53713,3.12, -0.00, 0.08
53845,3.11, -0.03, 0.06
53977,3.11, -0.06, 0.03
54109,3.09, -0.04, 0.04
54241,3.06, -0.00, 0.07
54373,3.05, -0.00, 0.07
54505,3.05, -0.02, 0.05
54637,3.04, -0.04, 0.02
54769,3.04, -0.04, 0.01
54901,3.03, -0.03, 0.03
55036,3.02, -0.04, 0.03
55184,3.02, -0.03, 0.03
55417,3.01, -0.01, 0.04
55610,2.96, 0.02, 0.07
55840,2.91, -0.02, 0.02
56041,2.90, -0.05, -0.01
56234,2.87, 0.00, 0.05
56434,2.87, 0.00, 0.05
56635,2.85, -0.01, 0.04
56828,2.82, -0.01, 0.05
57019,2.77, -0.01, 0.05
57223,2.71, -0.03, 0.04
57421,2.69, -0.04, 0.04
57617,2.68, -0.04, 0.07
57826,2.66, -0.04, 0.08
58019,2.64, -0.04, 0.07
58215,2.62, -0.03, 0.09
58416,2.59, -0.02, 0.09
58609,2.56, -0.06, 0.08
58782,2.54, -0.04, 0.11
58977,2.53, 0.00, 0.10
59176,2.52, -0.03, 0.08
59377,2.48, -0.05, 0.08
59570,2.46, -0.02, 0.10
59771,2.45, -0.01, 0.08
59970,2.45, 0.01, 0.06
60186,2.43, -0.01, 0.09
60390,2.40, -0.06, 0.09
60626,2.38, -0.04, 0.09
60878,2.36, -0.00, 0.07
61058,2.35, 0.04, 0.02
61254,2.34, 0.07, 0.03
61447,2.34, 0.04, -0.00
61651,2.34, 0.04, 0.00
61841,2.33, 0.04, 0.01
62050,2.31, 0.00, -0.00
62246,2.31, 0.02, -0.02
62426,2.30, 0.03, -0.01
62640,2.29, 0.02, -0.02
62839,2.27, 0.03, -0.02
63037,2.25, -0.01, -0.00
63259,2.24, -0.01, 0.00
63464,2.23, 0.01, 0.02
63653,2.21, -0.00, -0.01
63863,2.20, 0.07, -0.03
64058,2.18, 0.10, -0.04
64257,2.19, 0.05, -0.06
64455,2.17, 0.06, -0.05
64677,2.16, 0.06, -0.06
64881,2.15, 0.04, -0.07
65071,2.14, 0.06, -0.05
65275,2.14, 0.05, -0.06
65447,2.13, 0.05, -0.06
65642,2.11, 0.08, -0.04
65860,2.13, 0.01, -0.05
66063,2.12, 0.04, -0.04
66266,2.1, 0.08, -0.06
66438,2.10, 0.09, -0.07
66633,2.08, 0.09, -0.07
66831,2.07, 0.09, -0.07
67032,2.05, 0.09, -0.07
67214,2.04, 0.09, -0.08
67402,2.03, 0.08, -0.08
67582,2.02, 0.07, -0.06
67768,2.01, 0.05, -0.07
67934,2.01, -0.00, -0.06
68102,2.01, -0.04, -0.05
68286,2.00, -0.07, -0.04
68463,2.00, -0.09, -0.02
68631,1.99, -0.10, 0.01
68780,1.98, -0.11, 0.03
68930,1.97, -0.11, 0.03
69091,1.96, -0.11, 0.03
69228,1.96, -0.11, 0.03
69355,1.95, -0.11, 0.03
69484,1.94, -0.11, 0.03
69618,1.93, -0.11, 0.03
69752,1.92, -0.11, 0.04
69881,1.91, -0.11, 0.04
70015,1.91, -0.11, 0.04
70149,1.90, -0.11, 0.04
70281,1.89, -0.11, 0.04
70409,1.88, -0.11, 0.04
70543,1.87, -0.11, 0.04
70674,1.86, -0.11, 0.04
70809,1.85, -0.11, 0.04
70943,1.85, -0.11, 0.04
71071,1.84, -0.11, 0.04
71205,1.83, -0.11, 0.04
71340,1.82, -0.11, 0.04
71468,1.81, -0.11, 0.04
71602,1.80, -0.11, 0.04
71734,1.79, -0.11, 0.04
71865,1.79, -0.11, 0.04
71999,1.78, -0.11, 0.04
72133,1.77, -0.11, 0.04
72262,1.76, -0.11, 0.04
72396,1.75, -0.11, 0.04
72533,1.74, -0.11, 0.04
72662,1.74, -0.11, 0.04
72792,1.73, -0.11, 0.04
72929,1.72, -0.11, 0.04
73065,1.71, -0.11, 0.04
73203,1.70, -0.11, 0.04
73346,1.69, -0.11, 0.04
73478,1.69, -0.11, 0.04
73612,1.68, -0.11, 0.04
73746,1.67, -0.11, 0.04
73878,1.66, -0.11, 0.04
74009,1.65, -0.11, 0.04
74143,1.64, -0.11, 0.04
74272,1.64, -0.11, 0.04
74406,1.63, -0.11, 0.04
74539,1.62, -0.11, 0.04
74668,1.61, -0.11, 0.04
74802,1.60, -0.11, 0.04
74936,1.59, -0.11, 0.04
75065,1.59, -0.11, 0.04
75199,1.58, -0.11, 0.04
75330,1.57, -0.11, 0.04
75465,1.56, -0.11, 0.04
75599,1.55, -0.11, 0.04
75736,1.54, -0.11, 0.04
75871,1.54, -0.11, 0.04
76019,1.53, -0.11, 0.04
76153,1.52, -0.11, 0.04
76282,1.51, -0.11, 0.04
76416,1.50, -0.11, 0.04
76544,1.49, -0.11, 0.04
76676,1.49, -0.11, 0.04
76799,1.48, -0.11, 0.04
76941,1.47, -0.11, 0.04
77076,1.46, -0.11, 0.04
77210,1.45, -0.11, 0.04
77340,1.45, -0.11, 0.04
77485,1.45, -0.11, 0.04
77619,1.45, -0.11, 0.04
77753,1.45, -0.11, 0.04
77882,1.45, -0.11, 0.04
78016,1.45, -0.11, 0.03
78157,1.45, -0.11, 0.03
78295,1.45, -0.11, 0.03
78429,1.45, -0.11, 0.03
78563,1.45, -0.11, 0.03
78695,1.45, -0.11, 0.03
78826,1.45, -0.11, 0.03
78956,1.45, -0.12, 0.03
79088,1.46, -0.12, 0.03
79219,1.45, -0.12, 0.03
79353,1.46, -0.12, 0.03
79485,1.46, -0.12, 0.03
79616,1.46, -0.12, 0.03
79750,1.46, -0.12, 0.03
79879,1.46, -0.12, 0.03
80013,1.46, -0.14, 0.05
80141,1.46, -0.20, 0.12
80285,1.44, -0.28, 0.23
80463,1.40, -0.34, 0.37
