T,L1,L2,L3
37200,640, 640, 649
37332,634, 644, 650
37463,633, 647, 649
37595,635, 652, 651
37737,633, 651, 646
37868,627, 627, 636
38000,618, 606, 627
38128,607, 595, 619
38255,606, 593, 613
38387,600, 597, 607
38515,598, 592, 603
38644,594, 588, 597
38775,591, 581, 592
38907,584, 574, 586
39039,577, 564, 578
39172,571, 551, 571
39312,565, 543, 560
39448,558, 538, 551
39575,553, 535, 544
39707,547, 529, 539
39842,539, 520, 536
39970,532, 515, 529
40105,527, 509, 520
40237,517, 497, 510
40373,511, 485, 497
40500,503, 476, 488
40632,488, 467, 480
40764,478, 450, 470
40895,469, 438, 460
41027,454, 421, 448
41159,446, 412, 435
41301,438, 401, 424
41436,426, 387, 417
41567,417, 379, 404
41699,409, 370, 397
41827,397, 359, 388
41955,389, 345, 380
42091,380, 336, 367
42218,370, 325, 357
42353,355, 309, 348
42481,346, 298, 337
42620,335, 286, 324
42751,324, 275, 315
42883,315, 263, 305
43010,301, 250, 294
43148,290, 232, 279
43278,277, 216, 268
43405,263, 199, 254
43537,245, 176, 241
43668,232, 161, 225
43800,222, 151, 214
43942,205, 138, 205
44070,191, 125, 190
44205,178, 110, 177
44343,162, 94, 162
44474,150, 73, 147
44606,135, 61, 128
44738,122, 49, 116
44869,106, 0, 105
45000,94, 0, 92
45140,78, 0, 79
45277,50, 0, 58
45428,0, 0, 44
45559,0, 0, 35
45703,0, 0, 31
45846,0, 0, 28
45975,0, 0, 27
46109,0, 0, 12
46243,0, 0, 20
46372,0, 0, 23
46506,0, 0, 25
46640,0, 0, 26
46769,0, 0, 27
46903,0, 0, 27
47041,0, 0, 28
47170,0, 0, 27
47300,0, 0, 26
47438,0, 0, 0
47567,0, 0, 16
47701,0, 0, 21
47835,0, 0, 5
47964,0, 0, 0
48098,0, 0, 13
48232,0, 0, 20
48361,0, 0, 24
48495,0, 0, 0
48629,0, 0, 0
48754,0, 0, 12
48889,0, 0, 20
49022,0, 0, 24
49151,0, 0, 25
49285,0, 0, 27
49417,0, 5, 26
49555,0, 0, 27
49689,0, 0, 28
49826,0, 0, 26
49955,0, 4, 26
50095,4, 0, 26
50229,0, 0, 26
50361,0, 0, 25
50506,0, 0, 25
50642,0, 0, 25
50786,0, 0, 26
50952,0, 0, 25
51102,0, 4, 26
51232,0, 0, 26
51374,0, 5, 26
51504,0, 0, 0
51635,0, 0, 5
51776,0, 0, 10
51907,0, 0, 5
52037,0, 4, 0
52166,0, 0, 9
52309,0, 0, 8
52440,0, 0, 9
52585,
