T,L1,L2,L3
24722,545, 540, 581
24852,542, 540, 579
24982,542, 541,577
25112,543, 542, 579
25242,545, 541, 579
25372,543, 541, 580
25502,543, 540, 578
25642,546, 539, 579
25772,545, 540, 575
25902,546, 540, 578
26033,543, 541, 578
26163,546, 540, 578
26293,546, 538, 578
26426,547, 539, 580
26556,546, 539, 580
26686,545, 539, 580
26816,546, 540, 582
26946,547, 540, 580
27089,548, 539, 581
27219,545, 537, 581
27349,545, 539, 580
27480,547, 539, 580
27610,545, 538, 580
27743,544, 540, 580
27873,546, 540, 581
28003,547, 538, 583
28143,545, 539, 584
28273,545, 538, 583
28403,546, 538, 583
28533,545, 537, 580
28663,546, 539, 580
28803,545, 539, 580
28933,547, 539, 581
29063,546, 537, 579
29216,547, 540, 582
29409,547, 541, 583
29634,546, 538, 583
29838,545, 539, 583
30072,544, 539, 582
30299,546, 538, 584
30431,546, 541, 583
30565,551, 547, 576
30697,560, 552, 570
30828,563, 556, 567
30960,563, 560, 566
31091,561, 562, 564
31223,561, 556, 563
31354,557, 550, 561
31486,553, 550, 559
31617,545, 549, 555
31752,541, 546, 552
31884,540, 540, 545
32015,536, 529, 539
32150,530, 525, 530
32281,523, 519, 522
32413,514, 510, 516
32544,509, 499, 507
32676,497, 492, 498
32807,488, 483, 485
32939,481, 476, 480
33071,476, 466, 471
33202,467, 458, 461
33334,455, 450, 452
33465,445, 435, 442
33597,426, 414, 428
33728,411, 392, 413
33874,398, 381, 395
34001,388, 370, 384
34133,379, 356, 374
34264,363, 341, 360
34400,348, 321, 341
34532,333, 307, 327
34664,315, 292, 314
34791,302, 273, 299
34922,288, 258, 286
35054,273, 246, 267
35186,262, 233, 254
35317,245, 214, 242
35449,231, 201, 226
35583,217, 187, 213
35719,200, 168, 198
35851,188, 152, 179
35978,175, 140, 165
36110,159, 130, 151
36241,146, 117, 136
36373,134, 106, 125
36501,124, 96, 115
36639,109, 82, 105
36771,98, 71, 93
36902,87, 59, 83
37033,73, 44, 73
37174,62, 0, 60
37308,49, 0, 50
37454,0, 0, 37
37605,0, 0, 30
37739,0, 0, 28
37882,0, 0, 27
38020,0, 0, 27
38157,0, 0, 26
38291,0, 0, 26
38420,0, 0, 26
38554,0, 0, 27
38692,0, 0, 27
38824,0, 0, 28
38947,0, 0, 27
39081,0, 0, 10
39210,0, 0, 17
39344,0, 0, 0
39478,0, 0, 12
39620,0, 0, 21
39754,0, 0, 0
39891,0, 0, 0
40029,0, 0, 4
40163,0, 0, 4
40300,0, 0, 0
40429,0, 0, 8
40556,0, 0, 8
40690,0, 0, 16
40819,0, 0, 4
40953,0, 0, 16
41087,0, 0, 20
41218,0, 0, 0
41352,0, 0, 4
41486,0, 0, 5
41618,0, 0, 14
41752,0, 0, 5
41886,0, 0, 9
42014,0, 0, 0
42156,0, 0, 0
42289,0, 0, 0
42414,0, 8, 0
42548,0, 0, 11
42686,0, 0, 0
42815,8, 0, 0
42938,0, 0, 0
43082,0, 4, 5
43220,0, 0, 0
43354,0, 0, 12
43491,0, 0, 0
43620,0, 0, 0
43754,0, 0, 0
43884,5, 0, 5
44019,0, 0, 0
44163,0, 0, 9
44297,0, 0, 18
44425,0, 0, 0
44553,0, 0, 4
44693,0, 0, 0
44822,0, 0, 5
44956,0, 0, 0
45090,0, 0, 0
45218,0, 0, 5
45352,0, 0, 0
45490,0, 0, 0
45622,0, 0, 5
45756,0, 0, 0
45893,0, 0, 0
46028,0, 0, 5
46162,0, 0, 9
46296,0, 0, 16
46427,0, 0, 4
46568,0, 0, 4
46705,0, 0, 4
46833,0, 0, 14
46961,0, 0, 4
47095,0, 0, 8
47223,0, 0, 14
47357,0, 0, 4
47491,0, 0, 0
47620,0, 0, 0
47757,0, 0, 9
47901,0, 0, 0
48030,0, 0, 0
48164,0, 0, 0
48298,0, 0, 0
48436,0, 0, 0
48570,0, 0, 0
48704,0, 0, 0
48835,0, 0, 0
48969,0, 0, 8
49103,0, 0, 0
49232,0, 0, 0
49366,0, 0, 0
49503,4, 0, 0
49634,0, 0, 0
49774,0, 0, 4
49902,5, 0, 5
50044,0, 0, 5
50178,0, 0, 0
50312,0, 0, 0
50441,0, 0, 5
50568,0, 0, 0
50692,0, 0, 8
50820,0, 0, 0
50954,4, 0, 0
51091,0, 0, 0
